"uid","profit","round"
"22103532",-4250,7
"27561082",-21750,9
"20691282",-29250,7
"26796732",50750,5
"22843692",46750,9
"28233762",-17250,7
"27049162",-9775,7
"22558232",-1250,7
"26625142",-45000,8
"20714532",4000,6
"22119012",31750,6
"29414392",23750,9
"28284672",-9250,5
"26045032",30750,7
"29404862",-9800,8
"26744162",-20000,4
"26543602",-17250,3
"29316552",-8750,2
"25055092",-9250,2
"29144632",-7250,2
"29913422",-12500,2
"22047432",-6250,1
"29004802",-6250,1
"20847072",-6250,1
"23285092",93750,1
"26946382",69250,7
"24427822",-9500,5
"28346152",42500,4
"24485432",-11750,10
"26783012",-37000,8
"29308612",68750,9
"20461382",-15750,7
"22145502",-45000,8
"28850322",-6400,5
"25006512",17000,6
"27882152",-10000,5
"27306962",-29000,5
"28870012",70000,5
"24268842",-19750,4
"27957012",17500,3
"26858712",191000,4
"26093452",-25000,4
"25195002",-8300,3
"25403862",6250,3
"27388072",94250,3
"21492642",5000,2
"21926502",8750,2
"21109102",-12500,2
"20709722",-5000,5
"29582132",-11250,9
"27357202",-8500,8
"20005672",-9500,7
"22303552",-17000,8
"27466432",4500,6
"29049302",12500,6
"22114872",103250,6
"26648022",-27500,6
"20214852",-7750,5
"25396302",-35000,6
"21730042",-33750,6
"22287242",-36750,6
"29688712",-25750,5
"21769452",2750,4
"26637652",-8750,4
"25967952",-22500,4
"22794162",-15250,3
"29111812",9500,4
"27795152",-10750,3
"21633622",2000,3
"26713792",-12750,3
"26707562",25000,8
"24435112",-18750,3
"20864882",-3750,3
"26229692",117500,2
"21857582",-6250,1
"25538822",-6250,1
"25264032",-46750,10
"27839932",-48000,10
"22327352",4750,8
"24140882",7500,10
"20290742",-5500,7
"25257222",211750,8
"28135492",22500,7
"22710782",-51250,9
"26708882",-37250,8
"20128602",76250,6
"23588522",-12250,6
"21568822",-9775,8
"28408032",-50000,8
"25611092",-26750,6
"28376632",-9700,6
"25006152",4500,5
"21268262",-2750,5
"25570012",-29250,6
"21502402",-43750,7
"28097062",-18000,6
"24192032",-1250,5
"21900122",-6250,5
"27381652",-21250,4
"26451222",-9450,5
"26173732",-30500,5
"23404852",2000,5
"24638882",-7875,5
"26601812",-23500,4
"25174712",-29750,5
"26741942",40750,4
"22436512",56500,4
"27184252",7500,4
"27347502",61250,3
"23322472",5750,3
"24914392",-8300,3
"28479792",-18750,3
"28948102",-5000,2
"23605752",-7500,2
"25914372",-6250,1
"22551122",-6250,1
"27406432",-47500,8
"21322512",-13500,6
"23844772",-16250,7
"29066722",-45000,8
"22960322",-30000,7
"22480222",-18750,3
"24448732",34000,9
"20357122",13000,7
"22189712",-5600,5
"20649652",-9875,9
"28114022",2500,10
"27902822",750,7
"21616372",-44750,8
"27003932",56250,9
"25463342",56250,9
"24745912",-36500,8
"27853212",26250,8
"28952512",-11250,9
"24342102",316000,7
"26038132",-750,7
"24693172",-3800,6
"26421352",38750,6
"26442332",6500,6
"23434652",-40750,7
"29952102",10000,7
"22603672",10750,5
"25999782",-5975,5
"27695702",-13000,6
"28902332",-12500,4
"27900702",-18500,4
"21790872",-16500,3
"21988182",-23750,4
"24509222",-22500,4
"26469742",-7250,3
"23272792",-11750,3
"20941032",-7500,2
"27254742",-12500,2
"20351822",-12500,2
"25010002",-6250,1
"27495412",-6250,1
"28408292",-6250,1
"22552372",-14750,8
"29486652",10000,9
"28449232",6750,10
"29954062",-40250,8
"21722862",-6850,6
"23230352",-35250,6
"26847582",-3000,3
"22843692",42000,10
"26783012",-43250,9
"27561082",-28000,10
"26045032",24500,8
"29541072",-57500,10
"29308612",62500,10
"24485432",-18000,11
"27049162",-9900,8
"29582132",-15000,10
"22558232",-7500,8
"29404862",-9875,9
"27357202",-14750,9
"20005672",-9525,8
"20210242",120750,7
"26707562",24000,9
"22103532",-10500,8
"22145502",-51250,9
"28850322",-7650,6
"20396592",86000,7
"26328392",-9600,7
"24716212",-6900,6
"26648022",-33750,7
"27306962",-4250,6
"21578802",-7750,5
"26543602",1500,4
"29144632",1500,3
"28861532",-7500,3
"22350222",36250,2
"28456292",-7500,2
"29004802",-7500,2
"22047432",-11000,2
"20847072",-7500,2
"25538822",-12500,2
"21857582",-11750,2
"26287612",-6250,1
"20714532",-750,7
"25006512",33250,7
"29049302",6250,7
"22114872",103750,7
"20709722",-8750,6
"20214852",-9000,6
"25396302",-41250,7
"21730042",-40000,7
"26774832",-41500,7
"23535322",-18250,5
"29561912",-19750,5
"24268842",-23750,5
"20817732",-23250,5
"24427822",-9625,6
"25520532",-5875,5
"25811052",6250,4
"26744162",-23750,5
"27957012",11250,4
"26713792",-19000,4
"26093452",-31250,5
"25195002",-9550,4
"26610732",-8000,4
"25737612",-13500,4
"21235262",65000,3
"29316552",-7375,3
"28191632",33750,3
"24435112",-25000,4
"21492642",-1250,3
"21926502",2500,3
"25055092",-15500,3
"21633622",-4250,4
"25914482",-4000,1
"23835472",-6250,1
"20897402",-6250,1
"25748242",-9610,8
"29284282",-9565,9
"24880382",-5175,10
"20483832",30000,9
"20101972",13250,9
"27466432",-1750,7
"20148312",100000,6
"26625142",-46250,9
"22738652",-7250,7
"25967952",-22500,5
"29182632",18250,2
"25105312",-19000,6
"22287242",-43000,7
"27882152",-16250,6
"29688712",-4750,6
"28284672",-9875,6
"28630842",-12000,4
"20997962",41250,4
"25884992",10000,2
"21109102",-18750,3
"29913422",-11250,3
"20861172",-9500,2
"21154682",-7250,2
"29414392",17500,10
"26946382",93000,8
"23285092",87500,2
"22119012",25500,7
"28870012",66750,6
"26858712",184750,5
"20276202",18250,4
"27388072",88000,4
"25403862",0,4
"29285222",-6250,3
"22327352",-1500,9
"24140882",1250,11
"20290742",48250,8
"28233762",-20500,8
"26708882",-43500,9
"20128602",70000,7
"20691282",-14250,8
"23588522",-18500,7
"27406432",-48750,9
"21568822",-9700,9
"29066722",-45500,9
"28376632",-9825,7
"21268262",-9000,6
"29430152",48000,6
"21502402",-45000,8
"26796732",44500,6
"24192032",61250,6
"26173732",-31750,6
"23404852",-1750,6
"24638882",-9125,6
"26601812",-29750,5
"25174712",-31000,6
"28346152",36250,5
"21769452",250,5
"26637652",-15000,5
"27184252",9250,5
"29111812",3250,5
"24914392",-9550,4
"25607972",-2950,3
"20864882",-10000,4
"21322512",-10750,7
"22480222",-25000,4
"28479792",-25000,4
"23605752",-8750,3
"25914372",-12500,2
"22551122",-7500,2
"26229692",151250,3
"23999472",12500,1
"25839072",-6250,1
"29690022",-6250,1
"21626362",-6250,1
"27158042",-6250,1
"21060262",-6250,1
"20461382",-22000,8
"25257222",205500,9
"23844772",-7500,8
"28408032",-56250,9
"21900122",-12500,6
"27381652",-26750,5
"22794162",-21500,4
"27795152",-17000,4
"27839932",-49250,11
"20649652",-9910,10
"25264032",-53000,11
"28114022",-2250,11
"24448732",27750,10
"28449232",500,11
"29486652",3750,10
"22552372",-21000,9
"25463342",55000,10
"27003932",50000,10
"22710782",-42500,10
"24745912",87250,9
"28952512",-17500,10
"20357122",6750,8
"22303552",-23250,9
"21722862",-8100,7
"29954062",-39000,9
"25611092",-33000,7
"23434652",-47000,8
"25006152",-1750,6
"22603672",4500,6
"22960322",-36250,8
"22189712",-6850,6
"25570012",-35500,7
"23230352",-41500,7
"28097062",-24250,7
"26451222",-9575,6
"28902332",-18750,5
"26741942",34500,5
"27900702",-22250,5
"22436512",50250,5
"27347502",55000,4
"23322472",-500,4
"26469742",-8500,4
"23272792",82000,4
"26847582",-9250,4
"20941032",-3750,3
"28948102",-11250,3
"25010002",-8750,2
"27495412",-12500,2
"28408292",-12500,2
"27902822",-5500,8
"21616372",-51000,9
"28135492",21250,8
"26038132",-7000,8
"26421352",32500,7
"26442332",250,7
"27695702",-14250,7
"21790872",27250,4
"21988182",-12000,5
"20351822",-18750,3
"27254742",-18750,3
"uid","profit","round"
"26022332",-6250,1
"29267932",-6250,1
"25349192",-6250,1
"22817052",1250,1
"28312212",-6250,1
"29254132",-2500,1
"20739482",-6250,1
"22891302",-6250,1
"20657052",-6250,1
"23631802",33750,1
"27838122",-6250,1
"25822712",-6250,1
"24005472",38750,1
"24309732",-6250,1
"25449572",-3500,1
"27331302",-6250,1
"27986792",-3750,1
"28605192",-5000,1
"28296162",-6250,1
"23183162",123750,1
"26453702",-3750,1
"26022332",-12500,2
"29267932",-12500,2
"24533502",-1750,1
"25349192",-9750,2
"26330852",-3750,1
"20779752",43250,1
"28312212",-7500,2
"24632382",-6250,1
"26742062",-6250,1
"20739482",-12500,2
"23820482",-6250,1
"22891302",-6900,2
"24814792",-6250,1
"20657052",-7500,2
"23454862",-6250,1
"21051742",-4750,1
"27838122",-7500,2
"22871062",13750,1
"25822712",-12500,2
"23621452",11250,1
"27774152",8750,1
"24309732",-12500,2
"28859692",-5000,1
"22930922",6250,1
"22817052",-5000,2
"27331302",-12500,2
"20153852",-6250,1
"24823502",-6250,1
"29274022",-3250,1
"28296162",-12500,2
"28576632",-6250,1
"22351932",-6250,1
"26022332",-16250,3
"25041792",8750,1
"29267932",61250,3
"24707992",-6250,1
"24869062",-6250,1
"23631802",27500,2
"28523322",83750,1
"28312212",-8750,3
"24632382",-7500,2
"23578672",-6250,1
"29254132",-7250,2
"26742062",-5000,2
"22788442",-3500,1
"20739482",-18750,3
"25449572",-9750,2
"24005472",32500,2
"23820482",-10000,2
"21335462",-6250,1
"24814792",-12500,2
"24766422",-4750,1
"20657052",-8750,3
"23454862",-12500,2
"29088272",-6250,1
"24352322",-6250,1
"27838122",-8750,3
"28788632",-3250,1
"25822712",-3000,3
"23183162",118750,2
"20262122",-6250,1
"26453702",2500,2
"20280132",-6250,1
"24309732",-15500,3
"25169912",-6250,1
"26264402",-6250,1
"22817052",-10500,3
"27331302",-18750,3
"20153852",-12500,2
"25953562",-1750,1
"27986792",-5000,2
"24823502",-12500,2
"24933912",-3250,1
"28605192",-5750,2
"23221612",-4000,1
"28296162",-18750,3
"28576632",-12500,2
"26690912",0,1
"20779752",37000,2
"22351932",-5000,2
"25157112",-6250,1
"20111212",8750,1
"24533502",-8000,2
"24707992",-12500,2
"24528582",-6250,1
"25349192",-16000,3
"26330852",-5000,2
"27774152",15000,2
"24869062",-12500,2
"28883482",-6250,1
"23631802",21250,3
"24212822",23750,1
"28312212",-9125,4
"24632382",-8750,3
"23578672",-12500,2
"27771082",-6250,1
"27418242",-6250,1
"20739482",-22000,4
"25449572",-9750,3
"24005472",43750,3
"22871062",42500,2
"21335462",-12500,2
"22891302",-7850,3
"26639152",-6250,1
"24814792",-18750,3
"22647982",-1250,1
"20657052",-9375,4
"23454862",-16750,3
"22930922",0,2
"29088272",68250,2
"21773652",-6250,1
"21051742",17500,2
"23621452",5000,2
"29274022",-9500,2
"24352322",-12500,2
"27946322",33750,1
"27838122",-9375,4
"25928782",-6250,1
"20262122",-12500,2
"24592302",-6250,1
"20280132",-12500,2
"23863712",-6250,1
"28859692",-6250,2
"25169912",-12500,2
"23406052",-6250,1
"26264402",-12500,2
"23056372",-6250,1
"27331302",-25000,4
"20153852",-13750,3
"28523322",77500,2
"27986792",-5000,3
"27904582",-6250,1
"23820482",-16250,3
"26022332",-22500,4
"24823502",1250,3
"29267932",71500,4
"26965072",-3250,1
"23407882",-6250,1
"28296162",-25000,4
"28576632",-18750,3
"26395452",-6250,1
"20779752",30750,3
"22788442",-9750,2
"24766422",-11000,2
"25157112",-9250,2
"20628982",-5000,1
"25041792",2500,2
"26742062",-11250,3
"26136552",-6250,1
"24533502",-9250,3
"24707992",-18750,3
"24528582",-12500,2
"25349192",-22250,4
"27621102",-6250,1
"26330852",-6250,3
"24869062",-18750,3
"28788632",121750,2
"28883482",-12500,2
"23631802",15000,4
"23611982",-6250,1
"26453702",3750,3
"24632382",-9225,4
"24212412",-4750,1
"23578672",-18750,3
"29254132",-7900,3
"27771082",-12500,2
"25822712",-6250,4
"28875922",-6250,1
"27418242",-10500,2
"20421852",-6250,1
"21335462",-3750,3
"26639152",-12500,2
"28591462",-6250,1
"24814792",-25000,4
"20657052",-9300,5
"22773332",-6250,1
"22930922",-5500,3
"21773652",-12500,2
"22817052",-16750,4
"27258902",-4000,1
"23621452",1250,3
"29274022",-15750,3
"24352322",-18750,3
"27838122",-9300,5
"21826042",-6250,1
"24309732",-16750,4
"25928782",100,2
"23183162",112500,3
"24531902",-3250,1
"20262122",101250,3
"24592302",-12500,2
"28288862",-5500,1
"20280132",-18750,3
"24933912",500,2
"23863712",-12500,2
"28859692",-4800,3
"21535532",6250,1
"25169912",-18750,3
"23406052",-12500,2
"26683892",-6250,1
"26264402",-12750,3
"20111212",13750,2
"23056372",13250,2
"27331302",-26250,5
"25477112",-6250,1
"28523322",71250,3
"25953562",-8000,2
"20739482",-28250,5
"27904582",-12500,2
"24005472",41000,4
"23820482",7500,4
"26022332",-22500,5
"28580602",10000,1
"28605192",-7000,3
"26437242",-6250,1
"23221612",-5250,2
"24212822",17500,2
"23407882",-8750,2
"28296162",-31250,5
"23454862",-21750,4
"28576632",-19750,4
"27469302",-6250,1
"26690912",-6250,2
"26395452",-11750,2
"20779752",24500,4
"21051742",12750,3
"22351932",-6250,3
"22075812",-6250,1
"22788442",39000,3
"24766422",-14250,3
"25449572",-12750,4
"28916402",-3750,1
"25041792",0,3
"26742062",-17500,4
"26136552",-12500,2
"24533502",-9800,4
"24707992",-13750,4
"24373202",-6250,1
"24528582",-18000,3
"27946322",31250,2
"25349192",-28500,5
"27621102",-12500,2
"26330852",-4000,4
"27774152",8750,3
"24867102",-6250,1
"24869062",-20250,4
"28883482",-18750,3
"23631802",8750,5
"23611982",-12500,2
"27529322",-6250,1
"28312212",-9750,5
"22871062",36250,3
"27208642",-6250,1
"29088272",62000,3
"23578672",5000,4
"27771082",-18750,3
"28875922",-12500,2
"23113342",-6250,1
"20421852",-4500,2
"20797032",-6250,1
"22891302",-9100,4
"26639152",65000,3
"28591462",-10000,2
"24814792",-31250,5
"28507372",-4750,1
"22647982",-7500,2
"22773332",-6600,2
"24823502",-5000,4
"28052962",-6250,1
"21773652",-16000,3
"22817052",-23000,5
"29274022",-17500,4
"27894462",-6250,1
"24352322",-25000,4
"21826042",-12500,2
"28933212",-6250,1
"20153852",-15000,4
"23183162",166250,4
"23040932",-6250,1
"24592302",-18750,3
"28788632",115500,3
"23055722",-6250,1
"20280132",-25000,4
"23863712",-18750,3
"28201802",-4000,1
"25169912",-25000,4
"23406052",-3000,3
"20628982",-11250,2
"26683892",-12500,2
"28620242",-3750,1
"25822712",-12500,5
"25477112",-12500,2
"25953562",-5250,3
"28523322",65000,4
"22616452",-6250,1
"27986792",-5650,4
"26453702",-1250,4
"20739482",-34500,6
"27904582",-18750,3
"25188462",6250,1
"29267932",65250,5
"26965072",-9500,2
"28605192",-6800,4
"26437242",-12500,2
"23221612",-5150,3
"24312342",-6250,1
"24212822",62500,3
"28296162",-14750,6
"27469302",-11750,2
"29655902",26750,1
"26690912",-7500,3
"20779752",18250,5
"23621452",-5000,4
"22351932",-7500,4
"22075812",-12500,2
"25157112",-15500,3
"24321372",-3250,1
"22930922",-11750,4
"22745032",-6250,1
"26742062",-23750,5
"26136552",-18750,3
"24373202",-12500,2
"20514132",-6250,1
"27418242",-15250,3
"25349192",-34750,6
"27621102",-18750,3
"24212412",-11000,2
"27774152",29000,4
"24867102",-11000,2
"26140752",-6250,1
"28883482",22500,4
"23631802",2500,6
"23611982",-18750,3
"27529322",-11500,2
"24531902",3000,2
"29536502",-6250,1
"28312212",-9850,6
"22871062",30000,4
"24632382",5150,5
"27208642",-12500,2
"29088272",55750,4
"26264402",-6500,4
"28674132",-6250,1
"24933912",39250,3
"29254132",-8650,4
"27771082",5750,4
"28875922",-18750,3
"27258902",-5750,2
"23113342",-12500,2
"25575122",-6250,1
"20797032",-11750,2
"21335462",-10000,4
"22891302",-9725,5
"21129062",-6250,1
"23056372",7000,3
"24814792",-37500,6
"22647982",-8750,3
"26852392",-6250,1
"20657052",-9925,6
"24005472",34750,5
"24823502",-11250,5
"28052962",-12500,2
"20111212",7500,3
"24722132",8750,1
"22817052",-29250,6
"24309732",-23000,5
"27894462",-7500,2
"24352322",24500,5
"21906292",-6250,1
"25449572",-17500,5
"27838122",-9925,6
"21826042",-13750,3
"28288862",-11750,2
"28576632",-11000,5
"28916402",-10000,2
"28933212",-12500,2
"22052622",-1250,1
"25928782",-6150,3
"23040932",-12500,2
"20262122",95000,4
"27946322",25000,3
"29329732",3750,1
"24592302",-25000,4
"26022332",-12250,6
"28580602",8750,2
"28788632",234250,4
"23055722",-12500,2
"20280132",-31250,5
"23863712",-25000,4
"23399252",-6250,1
"27331302",-31750,6
"26395452",-18000,3
"28859692",-5900,4
"21535532",1500,2
"24707992",-20000,5
"25169912",-29750,5
"29497442",-6250,1
"20628982",-12500,3
"23454862",21500,5
"25041792",-6250,4
"26683892",-13750,3
"22574262",-4750,1
"25822712",-18000,6
"21051742",7250,4
"25477112",-18750,3
"28523322",58750,5
"22616452",-9500,2
"28918942",-6250,1
"20739482",-27250,7
"23820482",1250,5
"27904582",-25000,4
"26965072",-9625,3
"29267932",60250,6
"25664562",-6250,1
"26437242",-17250,3
"24312342",-12500,2
"24528582",-19250,4
"23407882",-15000,3
"20316462",-3750,1
"26690912",-4750,4
"25281562",-1250,1
"20779752",34500,6
"23621452",41250,5
"22351932",-8750,5
"22075812",-18750,3
"22788442",32750,4
"24766422",-20500,4
"25157112",-21000,4
"21622692",6250,1
"22930922",-13000,5
"22745032",-12500,2
"22140202",-6250,1
"24533502",-9925,5
"26742062",-27250,6
"26136552",-24250,4
"24373202",-18750,3
"28507372",-9750,2
"20514132",-12500,2
"28242922",15000,1
"26330852",-4250,5
"25349192",-41000,7
"27621102",-25000,4
"24212412",-17250,3
"24869062",19750,5
"26140752",500,2
"21894312",-6250,1
"29274022",-23750,5
"23631802",-3750,7
"23611982",-19000,4
"23406052",-9250,4
"29536502",-10000,2
"22871062",25000,5
"24471392",0,1
"23578672",5500,5
"27208642",-18750,3
"29088272",64500,5
"28674132",-12500,2
"28875922",-22500,4
"29006102",-6250,1
"28591462",-16250,3
"23113342",-12500,3
"25575122",-10250,2
"20421852",-4250,3
"20261732",-6250,1
"21335462",-16250,5
"22891302",-9850,6
"21129062",-7500,2
"26639152",58750,4
"23056372",750,4
"21285662",-3750,1
"24814792",-43750,7
"22647982",-4050,4
"26852392",4500,2
"20657052",-9970,7
"24005472",28500,6
"22773332",-7850,3
"28122132",0,1
"27469302",-18000,3
"24823502",-16250,6
"28052962",-18750,3
"28620242",-8250,2
"29655902",26750,2
"20111212",11750,4
"21773652",-22250,4
"22817052",-34250,7
"29924292",-6250,1
"24309732",-4250,6
"27894462",-8750,3
"21906292",-8750,2
"26453702",-7500,5
"27838122",-9970,7
"29079792",-6250,1
"28288862",-18000,3
"28916402",-16250,3
"28933212",-8750,3
"25188462",7500,2
"25661822",-6250,1
"25928782",-7400,4
"20153852",-21250,5
"23183162",162500,5
"23040932",-8750,3
"20262122",88750,5
"27946322",23750,4
"24592302",-31250,5
"24816322",18750,1
"23055722",-17500,3
"20280132",-37500,6
"28883482",36250,5
"23399252",-12500,2
"23863712",-31250,5
"26395452",-24250,4
"21374212",-5000,1
"24707992",-25000,6
"28201802",-5250,2
"27529322",-12750,3
"29497442",-10000,2
"24632382",-1100,6
"28296162",-21000,7
"26532682",-6250,1
"25041792",-12500,5
"24867102",-16500,3
"25477112",-11750,4
"25645652",18750,1
"25953562",-6500,4
"28523322",53250,6
"24321372",-7250,2
"27986792",-6900,5
"28918942",-12500,2
"23820482",-5000,6
"27904582",-31250,5
"26674462",-3500,1
"28605192",-8050,5
"26965072",-9750,4
"25664562",-12500,2
"24078532",-6250,1
"23221612",-6250,4
"24312342",-18750,3
"24212822",56250,4
"24531902",-3250,3
"23407882",-21250,4
"23953522",-6250,1
"27774152",99000,5
"24722132",5000,2
"27258902",-12000,3
"22351932",-9375,6
"22075812",-23500,4
"25944632",9500,1
"22788442",28000,5
"24766422",22250,5
"27418242",-5250,4
"21826042",-20000,4
"29316992",-1750,1
"22745032",-15750,3
"27771082",-500,5
"22140202",-8750,2
"24533502",-9970,6
"29331392",-6250,1
"24373202",-25000,4
"20514132",-18750,3
"29329732",-2500,2
"25349192",-44750,8
"27621102",-31250,5
"24212412",-23500,4
"27183812",-6250,1
"26264402",-12750,5
"21894312",18750,2
"29274022",-30000,6
"23631802",-10000,8
"21421032",-5000,1
"28312212",-9975,7
"23406052",-13000,5
"20797032",-3000,3
"26175232",12500,1
"27208642",-25000,4
"24933912",33000,4
"28674132",-15000,3
"29254132",-9400,5
"21535532",25250,3
"29006102",-7500,2
"28591462",-22500,4
"28444072",-6250,1
"20261732",-6500,2
"20824632",-4000,1
"21335462",-22500,6
"22891302",-9975,7
"26639152",57500,5
"22574262",-11000,2
"23056372",-3000,5
"24814792",-50000,8
"26437242",-23500,4
"20156602",0,1
"22616452",-10750,3
"25449572",-23750,6
"24005472",24750,7
"22773332",-8850,4
"26022332",-18500,7
"28576632",2250,6
"27469302",-24250,4
"25999462",8750,1
"28052962",-23500,4
"21773652",-28500,5
"25822712",-24250,7
"25281562",-7500,2
"29924292",-2000,2
"25475112",11000,1
"27894462",-6875,4
"24352322",18250,6
"20628982",-18750,4
"26453702",-13750,6
"29079792",-5500,2
"28288862",-11000,4
"28916402",-22500,4
"26810182",-6250,1
"28788632",228000,5
"22052622",19000,2
"25661822",-12500,2
"25928782",-8650,5
"20153852",-27500,6
"26136552",-30500,5
"22272382",-6250,1
"25169912",-36000,6
"20262122",177500,6
"28242922",36250,2
"24592302",-37500,6
"23454862",15250,6
"28580602",12500,3
"24869062",13500,6
"27699402",-3250,1
"27331302",-38000,7
"26140752",-5750,3
"20280132",-43750,7
"23863712",-37500,6
"23399252",-16250,3
"26395452",-21750,5
"28859692",-6900,5
"21051742",4000,5
"20779752",28250,7
"26742062",-30500,7
"26816232",-6250,1
"28201802",-6500,3
"21622692",0,2
"24632382",-7350,7
"28296162",-27250,8
"26532682",2500,2
"25041792",-15750,6
"26683892",-20000,4
"20957412",-6250,1
"23578672",-750,6
"23621452",37500,6
"25953562",-7750,5
"27965762",-1250,1
"25157112",26500,5
"24528582",-25500,5
"20739482",-33500,8
"27986792",11850,6
"28918942",-9750,3
"23820482",-11250,7
"27904582",-30000,6
"23136652",-6250,1
"21129062",1250,3
"29267932",54000,7
"28875922",-28750,5
"20234362",-6250,1
"28605192",-9300,6
"26965072",-9415,5
"25664562",27750,3
"24078532",-8000,2
"20316462",-4500,2
"22930922",-19250,6
"24212822",50000,5
"24312342",-2500,4
"24531902",5500,4
"23407882",-27500,5
"23953522",-12500,2
"26690912",-6000,5
"24378522",-6250,1
"27258902",-18250,4
"24309732",-10500,7
"28507372",-16000,3
"22351932",-9500,7
"23113342",-12750,4
"23931602",-4750,1
"29536502",-13750,3
"24471392",9500,2
"21826042",98750,5
"24823502",-22500,7
"29088272",59000,6
"24941212",-4750,1
"27771082",-5250,6
"29331392",-12500,2
"23611982",-15250,5
"24373202",-31250,5
"28355332",-6250,1
"20514132",-25000,4
"27946322",32500,5
"29329732",-8750,3
"26330852",-5500,6
"22871062",42500,6
"27621102",-37500,6
"27183812",-7500,2
"24212412",-29750,5
"28620242",110500,3
"25188462",1250,3
"26264402",-19000,6
"24282332",-1250,1
"29274022",-36250,7
"23631802",-15000,9
"26579662",-6250,1
"25575122",-16500,3
"24816322",12500,2
"20111212",5500,5
"27208642",-31250,5
"23055722",-23750,4
"24933912",40000,5
"28428792",-6250,1
"21285662",-8500,2
"29006102",-6750,3
"28591462",-28750,5
"28444072",-12500,2
"22810582",-6250,1
"20421852",-5500,4
"24867102",-22750,4
"28933212",-15000,4
"29655902",20500,3
"21335462",-27500,7
"22817052",-40500,8
"23435772",8000,1
"22574262",-17250,3
"24814792",-56250,9
"25477112",-18000,5
"26437242",-29750,5
"28523322",47000,7
"21906292",-13750,3
"22647982",-3800,5
"21657462",-6250,1
"29497442",-16250,3
"26852392",12000,3
"25449572",-21000,7
"28122132",-6250,2
"26022332",-24750,8
"27469302",-30500,5
"24710122",-6250,1
"21773652",-34750,6
"25822712",-10500,8
"25281562",-13750,3
"24707992",-16250,7
"23183162",168750,6
"22075812",-28250,5
"22788442",41750,6
"24352322",12000,7
"23040932",-15000,4
"24562592",9500,1
"20628982",-25000,5
"26453702",-17250,7
"27774152",92750,6
"26810182",-12500,2
"28916402",-28750,5
"28788632",222500,6
"22137302",-6250,1
"22140202",-15000,3
"21374212",-11250,2
"25661822",-16250,3
"25928782",-9900,6
"20153852",-27500,7
"26136552",-36750,6
"22272382",-10000,2
"25169912",277750,7
"23585602",-6250,1
"24592302",-43750,7
"23454862",10750,7
"24869062",7250,7
"24722132",250,3
"22457132",-6250,1
"28883482",50000,6
"27331302",-36750,8
"26140752",-12000,4
"21894312",12500,3
"20280132",-50000,8
"23863712",-43750,7
"20779752",54000,8
"26816232",22500,2
"24766422",16000,6
"28201802",-7450,4
"27529322",-14000,4
"28835582",-6250,1
"21622692",-6250,3
"28296162",-33500,9
"24632382",-8600,8
"26683892",-26250,5
"20797032",-9250,4
"20957412",-12500,2
"26175232",6250,2
"23578672",-5500,7
"27796242",0,1
"25645652",65000,2
"25944632",3250,2
"25953562",-7600,6
"24321372",-13500,3
"24528582",-31750,6
"23244282",-6250,1
"27418242",20000,5
"20739482",-35250,9
"25349192",-51000,9
"29316992",-3000,2
"23820482",18750,8
"26674462",-4750,2
"23136652",-12500,2
"28674132",-21250,4
"29267932",47750,8
"28875922",-33500,6
"21535532",19000,4
"20888012",9500,1
"20234362",-11750,2
"28605192",-9425,7
"29731662",-5000,1
"23221612",-7500,5
"22930922",-19750,7
"24212822",43750,6
"23407882",-33750,6
"23953522",-18750,3
"26690912",-6900,6
"24378522",-11250,2
"23174052",-6250,1
"27258902",-9750,5
"24309732",-16750,8
"22616452",-17000,4
"28507372",17750,4
"22351932",-9525,8
"23406052",-13000,6
"29546912",93750,1
"24005472",56000,8
"24823502",-28750,8
"20824632",-10250,2
"22745032",-22000,4
"20086212",-4750,1
"29331392",-18750,3
"24373202",-37500,6
"28355332",-10250,2
"20514132",-31250,5
"27562442",-1750,1
"29329732",-15000,4
"26330852",-6750,7
"25999462",2500,2
"27621102",-43750,7
"24212412",11000,6
"27183812",-8750,3
"25188462",-5000,4
"26264402",-25250,7
"26639152",55750,6
"21615732",-6250,1
"29274022",-34000,8
"21421032",-6250,2
"25575122",-22750,4
"26579662",-7500,2
"20966682",-6250,1
"28580602",8750,4
"24816322",6250,3
"28576632",-4000,7
"20111212",-750,6
"29254132",-9525,6
"27208642",-34500,6
"23055722",0,5
"28428792",48750,2
"25388892",-3750,1
"28591462",-22500,6
"26742062",-32250,8
"28444072",-10500,3
"22810582",-12500,2
"22095082",-6250,1
"20421852",-6750,5
"20261732",-7750,3
"28052962",-28500,5
"24867102",-29000,5
"28933212",-21250,5
"29655902",21750,4
"22052622",12750,3
"22817052",-46750,9
"23056372",-9250,6
"22574262",-23500,4
"26974252",-6250,1
"21051742",-2250,6
"23621452",31250,7
"20156602",-3750,2
"24814792",-61000,10
"25477112",-21750,6
"25475112",24750,2
"26437242",-34500,6
"28523322",40750,8
"21657462",-12500,2
"29497442",-14000,4
"25807202",1750,1
"28122132",-7000,3
"22773332",-9475,5
"26022332",-29750,9
"26532682",16250,3
"27469302",-36750,6
"24710122",-12500,2
"21773652",49000,7
"23069142",-4750,1
"25281562",-20000,4
"29924292",4250,3
"27894462",-8125,5
"27965762",-7500,2
"25157112",21750,6
"24352322",5750,8
"20262122",171250,7
"23040932",11000,5
"28242922",30000,3
"20628982",-31250,6
"25743882",-6250,1
"29079792",-6750,3
"25041792",-21250,7
"28288862",-17250,5
