"uid","profit","round"
"25546572",48500,8
"27493472",39750,9
"25063072",-9155,13
"29988972",-6750,3
"25991732",-32250,7
"27141072",362250,13
"28547322",-4250,13
"25398452",-28500,10
"22706692",13750,11
"29010712",-9850,4
"22042642",-42250,15
"22787152",59250,5
"22615162",-20500,4
"28219572",-37250,15
"21647972",-17000,8
"25400222",-26250,6
"26474532",-25500,12
"24850322",-19000,5
"29189462",-25000,9
"21155422",27750,12
"22680382",-25000,9
"20051062",-31500,6
"22617062",-28750,9
"28759212",-46000,11
"28232862",-6100,5
"23240342",102000,8
"28104202",-36750,6
"28652422",-31250,5
"21871712",-43750,7
"29362952",23500,12
"23703562",61000,13
"25770842",-7600,5
"26230842",-2250,14
"23807432",64000,12
"28156132",-51250,9
"28851022",-61250,10
"21728022",-26000,6
"21160982",-31250,5
"21762082",-30500,7
"22532262",-29500,10
"21250032",-9375,12
"22529722",37750,8
"29368242",-4800,10
"20694742",-48250,12
"23639672",-30000,7
"21695072",-13750,5
"25461432",87750,7
"29779002",-26500,7
"20532602",12250,11
"24385732",-49625,10
"22942422",-43750,7
"23431172",74000,9
"24991452",-36500,10
"26347982",-4500,5
"23455532",-15000,9
"25756112",-43250,13
"22724042",-35000,14
"22566762",15250,5
"26422062",-20500,5
"21238242",-33000,7
"20899712",28900,9
"29656922",53250,8
"24946082",-9950,11
"27006332",-34000,8
"23195122",-28750,10
"21884702",-9950,7
"24673652",-8750,4
"22313912",-24750,9
"23524702",44250,10
"23680612",-40000,14
"20776882",10750,4
"27185592",138500,12
"21078872",-15500,11
"25962242",-41750,16
"23256432",-2750,10
"25635702",-42500,7
"27692252",7250,11
"22893712",-49000,16
"22843772",-25000,11
"21668282",-20000,4
"21687482",-5000,13
"25368362",-11250,10
"27831542",-25000,5
"21849752",-22000,11
"22507182",-3500,6
"21786892",17000,12
"23634102",44250,5
"28979602",-25250,8
"24321072",-17750,5
"25029312",-6000,14
"24553912",202500,8
"26707072",-31500,10
"28028422",-25250,7
"23919522",-45000,11
"21887852",-6250,4
"26825532",-66750,13
"25494172",-23500,4
"20263642",23950,7
"23194062",-33250,14
"20795422",-33750,10
"24195412",-9835,6
"21188022",-43750,12
"26670322",77000,11
"21252352",-23500,4
"28074042",28000,8
"25053362",-9600,11
"24605622",18250,7
"21328112",-8670,11
"24081402",-39500,9
"20618942",-81250,13
"25916282",32250,12
"24069732",6250,7
"27658202",114000,12
"21092452",-38750,7
"25653672",-4000,7
"25754812",1000,9
"27284272",-26250,11
"21184162",17500,13
"22578102",-71750,12
"23987922",-28000,7
"22700842",20500,6
"29720982",-9375,5
"20309602",-27250,12
"29236152",-24500,14
"26048962",67750,8
"23474712",-11250,8
"26995512",-20250,15
"24277632",-9250,5
"24557612",-22500,4
"23592352",60250,13
"28288482",16000,9
"28829032",-5820,14
"21743052",-48000,15
"29177642",71500,8
"27981332",15250,10
"28556022",-12250,7
"21333512",11000,5
"21422972",-37500,7
"27380602",-74250,16
"25125292",7250,12
"26757342",-88750,17
"23283802",-18250,5
"20606632",92500,11
"24936872",-80250,16
"21060842",161500,3
"25082722",131750,9
"26695982",-47100,13
"27850812",34750,10
"23494632",-9970,7
"20200532",42750,9
"21169632",8250,13
"23276112",-27000,6
"24183292",-32250,7
"24224342",-42000,8
"22105722",-48750,9
"26852452",-49625,15
"20620952",-9950,9
"23650832",-38250,7
"21118572",-10750,13
"23945702",133000,12
"24094502",110750,12
"26372672",-9525,5
"26674542",-43250,9
"26652412",-38000,7
"22053552",-38500,10
"27039242",-9750,5
"24177112",69500,11
"20776022",277750,10
"21271842",-21250,5
"29305372",-37000,9
"25609502",-9650,8
"28702312",-83500,16
"24497692",-48000,9
"24996992",-48750,12
"25520042",-40600,10
"23694242",-9390,7
"27211462",124750,8
"22424792",17250,8
"21241312",-10750,15
"27774822",-16000,11
"27446342",-9970,10
"21165662",58750,13
"29955122",80250,14
"22123602",2000,14
"22673862",-12500,7
"20540832",-10750,7
"25464072",-9875,8
"23275962",-26250,5
"21034922",-75250,13
"22983472",27400,13
"28051452",-43750,11
"21506882",-3750,9
"25094462",-56000,12
"29757572",-40750,7
"28666142",-6000,3
"20478082",-13750,8
"26622532",47250,14
"22397592",-9955,12
"27185752",-52000,10
"27145972",-21250,6
"20158952",110500,13
"20312602",-23500,6
"25191972",0,4
"29998252",-9415,9
"22217582",12000,14
"23508902",-71500,14
"23562842",-50000,13
"26444782",18250,7
"21375462",-58250,16
"25969762",-54000,15
"23996432",-9975,11
"26632642",49550,10
"22092942",-92250,16
"20470692",-11750,6
"25759882",17250,7
"25832852",-26250,9
"29895332",4500,4
"24233462",-9300,7
"22480722",-65500,13
"28049672",-26500,7
"21787042",15750,6
"20485032",-9825,10
"20676762",-59250,11
"29250922",64750,9
"24463672",-39750,7
"20035612",-9500,5
"23249302",-9520,12
"29743132",-98250,17
"25546572",44500,9
"27493472",33500,10
"21724152",41250,10
"25060182",-65000,12
"29988972",-6800,4
"26370322",-1500,11
"29010712",-9945,5
"25551322",35500,10
"22787152",53000,6
"28219572",-33500,16
"21647972",-16000,9
"29983622",113500,8
"21097772",-24550,12
"25170552",-48500,14
"24850322",-25250,6
"26474532",-31000,13
"29189462",-31250,10
"22100752",-6500,4
"22680382",-25000,10
"20051062",-37750,7
"22617062",-35000,10
"28610712",11750,10
"28759212",-47250,12
"21211042",-6750,11
"23240342",120750,9
"28104202",-43000,7
"28652422",-36250,6
"21871712",-50000,8
"29362952",17250,13
"23703562",59750,14
"25770842",-1850,6
"26857702",-8750,13
"28156132",-55750,10
"21891162",312750,13
"21160982",-25000,6
"20135682",-1000,12
"21762082",-36750,8
"22971162",22500,11
"22532262",-34250,11
"21925112",14000,14
"20694742",-49500,13
"23639672",158750,8
"25461432",96000,8
"29779002",-32750,8
"20532602",6750,12
"24385732",-49750,11
"22942422",-50000,8
"26347982",-9250,6
"22724042",-41250,15
"22566762",9000,6
"26422062",-26750,6
"21238242",-39250,8
"29656922",49500,9
"24946082",-9995,12
"27006332",-40250,9
"27698382",-34000,13
"24673652",-9375,5
"22313912",-31000,10
"21884702",-9895,8
"23680612",2500,15
"21078872",43250,12
"25962242",-48000,17
"23256432",-9000,11
"27692252",17500,12
"25635702",-47250,8
"22843772",-31250,12
"22893712",-55250,17
"20539172",-46000,8
"28071092",15000,5
"22682892",-71000,13
"28974562",144250,6
"21668282",-26250,5
"23679242",-3500,8
"27831542",-29000,6
"21849752",-28250,12
"22507182",-8500,7
"20534242",-59250,13
"20738872",-21750,4
"21786892",12250,13
"28979602",-27750,9
"24553912",211250,9
"28969352",43750,5
"28629832",-17000,12
"26707072",-37750,11
"29740802",62250,12
"23919522",-46000,12
"26607282",-4500,6
"21887852",-5850,5
"25494172",-11750,5
"23194062",-39500,15
"20795422",-40000,11
"26024882",-45500,13
"24195412",-9900,7
"28201542",21500,12
"26670322",70750,12
"21252352",-23500,5
"28074042",41750,9
"23812012",-26250,15
"25053362",-9700,12
"26472962",-6500,4
"23049492",-28500,8
"21328112",-3620,12
"20618942",-70750,14
"24081402",-18250,10
"25916282",26000,13
"24069732",0,8
"27658202",107750,13
"21092452",-45000,8
"25224532",-85750,16
"25754812",12000,10
"27284272",-32500,12
"26311452",43500,13
"29720982",-9500,6
"20309602",-33500,13
"29236152",-22250,15
"26048962",61500,9
"23735752",95750,9
"28547322",-10500,14
"23474712",-17500,9
"26995512",-26500,16
"29936322",3250,5
"25400222",-32500,7
"24277632",-9875,6
"24557612",11250,5
"28829032",-7070,15
"20661922",-11000,7
"20748012",-13750,7
"29177642",65250,9
"21422972",-41250,8
"27380602",-49000,17
"26757342",-79250,18
"20606632",86250,12
"27256672",-25250,16
"24936872",-86500,17
"23283802",-23000,6
"26695982",-47350,14
"27850812",34750,11
"21169632",2000,14
"23276112",-33250,7
"24183292",-34000,8
"24224342",-35750,9
"29837282",-19500,6
"22431062",1500,6
"22105722",-49375,10
"26852452",-49750,16
"20620952",-9935,10
"23650832",-44500,8
"21118572",-17000,14
"23945702",126750,13
"28860752",72500,4
"28238072",-48445,15
"26372672",-9635,6
"26674542",-49500,10
"26652412",-44250,8
"22053552",-44750,11
"26203652",-44250,8
"25991732",-38500,8
"27141072",356000,14
"20721852",-28000,6
"24177112",63250,12
"20317952",-19000,6
"21271842",3750,6
"29305372",-33250,10
"25609502",-8925,9
"25398452",-34000,11
"28702312",-89750,17
"24497692",-54250,10
"24996992",-54250,13
"23431172",67750,10
"26045062",123750,13
"23911092",-8250,5
"25426202",-84000,18
"25068262",-7350,7
"21241312",-17000,16
"27774822",-16000,12
"21165662",52500,14
"22123602",-4250,15
"27259052",-6250,9
"27185592",132250,13
"22673862",2250,8
"20540832",-17000,8
"25464072",-7550,9
"21034922",-81500,14
"25312092",-47750,13
"28051452",-50000,12
"29757572",-28250,8
"28666142",-10750,4
"20478082",-20000,9
"27185752",-51250,11
"27145972",-27500,7
"27926692",-6800,5
"29754552",-32250,7
"23885142",-54250,10
"22615162",-26750,5
"21695072",-20000,6
"23455532",-20000,10
"22529722",31500,9
"20312602",-29750,7
"25191972",-1750,5
"29956672",-20500,6
"21766382",25750,5
"22217582",5750,15
"23562842",-56250,14
"26444782",12000,8
"21375462",-62000,17
"25969762",-60250,16
"26632642",43300,11
"20263642",18450,8
"22092942",-98500,17
"25443932",-37250,10
"22480722",-60500,14
"22706692",7500,12
"21687482",-11250,14
"21787042",11000,7
"20485032",-9950,11
"25756112",25500,14
"24991452",-22750,11
"20676762",-23000,12
"23634102",44250,6
"29743132",-104500,18
"27493472",158500,11
"20035612",-9625,6
"20899712",22650,10
"25063072",-9780,14
"21724152",35750,11
"25060182",-71250,13
"26370322",-7750,12
"28851022",-66000,11
"22042642",-48500,16
"22787152",52750,7
"21743052",13250,16
"29983622",119750,9
"24321072",-17500,6
"25029312",-11500,15
"21155422",21500,13
"25125292",63500,13
"24850322",-31500,7
"28028422",-31500,8
"22578102",-78000,13
"29189462",-37500,11
"22100752",-12750,5
"20051062",-41500,8
"26825532",-73000,14
"28232862",-7350,6
"22617062",-41250,11
"28610712",5500,11
"28759212",-45250,13
"21211042",-6250,12
"26230842",-7750,15
"28104202",-49250,8
"21871712",-56250,9
"29362952",17250,14
"23807432",57750,13
"21728022",-31500,7
"21891162",306500,14
"27981332",16250,11
"24094502",111250,13
"21762082",-42250,9
"25653672",-10250,8
"23195122",-33500,11
"23524702",38000,11
"20776882",4500,5
"21184162",42000,14
"22971162",16250,12
"22700842",26750,7
"21250032",-9500,13
"25368362",-17500,11
"29368242",-6050,11
"23592352",54000,14
"24605622",14250,8
"20694742",-49425,14
"29779002",-3500,9
"24385732",-49875,12
"22942422",-51250,9
"22724042",-35000,16
"22566762",34250,7
"23275962",49750,6
"22983472",21150,14
"21060842",155250,4
"23987922",-32000,8
"26422062",-33000,7
"21238242",-29250,9
"20776022",284250,11
"27006332",-46500,10
"24673652",-9475,6
"22313912",-37250,11
"26622532",71000,15
"25962242",-54250,18
"23256432",-15250,12
"22843772",-37500,13
"22893712",-51500,18
"22682892",-74750,14
"28974562",138000,7
"21668282",-30000,6
"23679242",-9750,9
"21849752",-34500,13
"20534242",-38000,14
"28556022",-18500,8
"20738872",-27250,5
"22424792",11000,9
"29955122",74000,15
"28969352",37500,6
"23508902",-77750,15
"26707072",-42500,12
"29740802",56000,13
"21506882",21250,10
"23194062",-45750,16
"20200532",36500,10
"21188022",-45000,13
"20795422",-46250,12
"29250922",71000,10
"28288482",9750,10
"28201542",20250,13
"26670322",64500,13
"21333512",6250,6
"23812012",-32500,16
"26472962",-7750,5
"25916282",19750,14
"24069732",-6250,9
"27658202",109000,14
"21092452",-46250,9
"25224532",-92000,17
"27284272",-38750,13
"26311452",37250,14
"29720982",-9625,7
"20309602",-39750,14
"26048962",75250,10
"20470692",62000,7
"23735752",89500,10
"20158952",104250,14
"28547322",-16750,15
"23474712",-23750,10
"26995512",-32750,17
"29936322",-3000,6
"25551322",29250,11
"25400222",-22500,8
"28219572",-39750,17
"24277632",-9950,7
"25546572",39750,10
"28829032",-2320,16
"20748012",-20000,8
"29177642",59000,10
"27039242",-16000,6
"25082722",125500,10
"25094462",-52250,13
"28156132",-62000,11
"20606632",90000,13
"24936872",-87250,18
"21169632",-4250,15
"23276112",-39500,8
"29837282",75750,7
"26852452",-49860,17
"22431062",11500,7
"22105722",-48900,11
"23650832",-45750,9
"21118572",-23250,15
"23945702",123000,14
"28860752",66250,5
"26674542",-49625,11
"26652412",-50500,9
"22053552",-48750,12
"26474532",-37250,14
"26203652",-50500,9
"22680382",-26250,11
"25991732",-44750,9
"27141072",349750,15
"25759882",11000,8
"24177112",189000,13
"23240342",114500,10
"20317952",-23750,7
"25520042",-46850,11
"23694242",-9390,8
"28702312",-96000,18
"24497692",-60500,11
"21647972",-22250,10
"23431172",81500,11
"20135682",-7250,13
"27211462",126000,9
"23911092",-9500,6
"25170552",-54750,15
"21241312",-20250,17
"21165662",51250,15
"22123602",-10500,16
"27185592",136000,14
"20540832",-10750,9
"21034922",-87750,15
"25312092",-54000,14
"28051452",-56250,13
"27698382",-40250,14
"25832852",-13750,10
"21078872",57000,13
"21160982",-31250,7
"20478082",-23750,10
"27145972",-13750,8
"24463672",-44750,8
"27926692",-8050,6
"29754552",-33500,8
"23885142",-60500,11
"21786892",6000,14
"22615162",-31250,6
"21695072",-24750,7
"22529722",26500,10
"28979602",-34000,10
"29998252",-9540,10
"20312602",-31750,8
"22217582",-500,16
"28629832",-23250,13
"29656922",43250,10
"23562842",-62500,15
"26444782",9500,9
"25969762",-65000,17
"26632642",39550,12
"26607282",-10750,7
"25494172",-18000,6
"29895332",-1750,5
"24233462",-9925,8
"22092942",-99750,18
"28049672",-32750,8
"25443932",-43500,11
"27692252",11250,13
"22706692",3750,13
"21687482",-17500,15
"21925112",10750,15
"26024882",-51750,14
"23249302",-9645,13
"21252352",-27250,6
"20485032",-9995,12
"26347982",-15500,7
"29743132",-110750,19
"20035612",-9750,7
"20899712",71400,11
"25063072",-9905,15
"29988972",-8050,5
"25060182",-72500,14
"26370322",-14000,13
"22042642",-49750,17
"29010712",-9990,6
"27831542",-15250,7
"22507182",-13500,8
"21097772",-30800,13
"23049492",-34750,9
"23639672",184500,9
"20532602",4250,13
"21155422",15250,14
"24850322",52250,8
"28028422",-37750,9
"22578102",-84250,14
"29189462",-40750,12
"22100752",-17750,6
"22532262",-40500,12
"26825532",-79250,15
"28232862",-8600,7
"22617062",-47500,12
"28610712",5500,12
"28652422",-42500,7
"23703562",53500,15
"25770842",-5350,7
"28104202",-47875,9
"21871712",-54250,10
"20539172",-52250,9
"23807432",52250,14
"26857702",-5000,14
"21891162",405250,15
"20661922",-17250,8
"24553912",405000,10
"25653672",-16500,9
"22971162",12500,13
"23524702",31750,12
"20776882",-1750,6
"23680612",-3750,16
"25635702",-53500,9
"28071092",40000,6
"21250032",-9490,14
"24996992",-60500,14
"28074042",118500,10
"29368242",-7300,12
"25368362",-23750,12
"23592352",50250,15
"25461432",89750,9
"20618942",-77000,15
"24385732",-49950,13
"22983472",14900,15
"21060842",275000,5
"21884702",-9925,9
"29305372",-39500,11
"26422062",-39250,8
"25398452",-40250,12
"24557612",45000,6
"23455532",2500,11
"24081402",-24500,11
"27006332",-43500,11
"22313912",-15250,12
"25962242",-45500,19
"23256432",-10250,13
"22843772",-43000,14
"28974562",131750,8
"23919522",-46250,13
"23679242",-16000,10
"21849752",-38250,14
"28556022",-23500,9
"22424792",6000,10
"29955122",67750,16
"21887852",-7100,6
"28969352",31250,7
"23508902",-84000,16
"29740802",49750,14
"23194062",-47000,17
"20200532",34750,11
"21188022",-46250,14
"24195412",-9975,8
"20795422",-52500,13
"28288482",3500,11
"25426202",-90250,19
"25756112",31750,15
"26670322",58250,14
"25053362",-9825,13
"23812012",-38750,17
"26472962",-5000,6
"21328112",-4870,13
"25191972",-8000,6
"29956672",-26750,7
"25754812",5750,11
"22673862",-4000,9
"25916282",13500,15
"21092452",-41500,10
"25224532",-96750,18
"24069732",-12500,10
"27284272",-45000,14
"26311452",31000,15
"27380602",-55250,18
"21375462",-48250,18
"20721852",-34250,7
"29236152",-21000,16
"29720982",-9750,8
"20309602",-46000,15
"23735752",103500,11
"20158952",98000,15
"26757342",-85500,19
"27256672",-31500,17
"28547322",-23000,16
"23474712",-30000,11
"26995512",-39000,18
"29936322",-9250,7
"24183292",-40250,9
"24224342",-42000,10
"25551322",23000,12
"28219572",-45250,18
"24277632",-9995,8
"22787152",71500,8
"24991452",-29000,12
"27493472",152250,12
"27774822",-22250,13
"20748012",-21250,9
"29177642",52750,11
"21766382",19500,6
"21422972",-10000,9
"25082722",119250,11
"27039242",-12250,7
"21271842",-2500,7
"21211042",-10250,13
"28156132",-68250,12
"23283802",-28500,7
"28851022",-72250,12
"26695982",-48350,15
"27850812",28500,12
"27185752",-55000,12
"21787042",4750,8
"21169632",-9750,16
"23276112",-45750,9
"20620952",-9980,11
"23634102",40250,7
"28238072",-49695,16
"26372672",-9760,7
"23650832",-47000,10
"21118572",-2000,16
"28860752",100000,6
"26674542",-49750,12
"26652412",-56750,10
"26474532",-43500,15
"26203652",-41750,10
"25991732",-45500,10
"27141072",343500,16
"25609502",-9550,10
"25759882",4750,9
"26230842",-14000,16
"23240342",108250,11
"25520042",-48100,12
"26045062",117500,14
"25068262",-1350,8
"28702312",-99750,19
"24497692",-66000,12
"21647972",-28500,11
"20135682",-13500,14
"23911092",-9625,7
"25170552",-61000,16
"27259052",-12500,10
"22123602",-10750,17
"22724042",-41250,17
"25464072",-8500,10
"21034922",-94000,16
"25312092",-60250,15
"20263642",42200,9
"28051452",-61250,14
"27698382",-46500,15
"21160982",-37500,8
"29757572",-34500,9
"28666142",-16250,5
"20676762",-28500,13
"27926692",-9300,7
"23885142",-66750,12
"21786892",-250,15
"25029312",-16250,16
"28979602",-40250,11
"29998252",-9665,11
"29779002",23250,10
"25125292",57250,14
"22566762",28000,8
"22217582",-6750,17
"28629832",-29500,14
"29656922",42000,11
"22480722",-66750,15
"23562842",-68750,16
"21728022",-37750,8
"26607282",-17000,8
"25494172",-21750,7
"24233462",-9970,9
"29895332",9250,6
"22092942",-99850,19
"28049672",-39000,9
"27692252",5000,14
"21687482",-23750,16
"25443932",-29750,12
"26024882",-58000,15
"21743052",7000,17
"23249302",-9770,14
"24094502",110250,14
"21238242",-35500,10
"26347982",-21750,8
"29743132",-117000,20
"20035612",-8765,8
"21724152",29500,12
"20776022",278000,12
"22942422",-11250,10
"25063072",-9965,16
"23275962",93500,7
"22700842",79250,8
"21184162",35750,15
"23987922",15500,9
"29988972",-9000,6
"29362952",12500,15
"26370322",-20250,14
"25400222",-25250,9
"25546572",33500,11
"22042642",-49710,18
"29983622",113500,10
"24321072",-23750,7
"21097772",-37050,14
"23049492",-41000,10
"21333512",0,7
"22682892",-80250,15
"21155422",15250,15
"28028422",-42750,10
"20051062",-32750,9
"22578102",-90500,15
"22532262",-31750,13
"28759212",-46500,14
"26048962",69000,11
"26825532",-85500,16
"28232862",-9850,8
"22617062",-48750,13
"28652422",-48750,8
"23703562",48750,16
"20539172",-6000,10
"27981332",10000,12
"21762082",-48500,10
"20661922",-21000,9
"26622532",64750,16
"23195122",-37250,12
"22680382",-12500,12
"25653672",-12750,10
"23524702",25500,13
"20776882",-6500,7
"21506882",15000,11
"24177112",202750,14
"23680612",90000,17
"20317952",-30000,8
"25635702",-59000,10
"24996992",-66750,15
"24605622",98000,9
"28201542",14000,14
"29368242",-8550,13
"25368362",-30000,13
"25461432",86500,10
"20618942",-83250,16
"20694742",-48550,15
"24385732",-49995,14
"22053552",-53500,13
"27658202",102750,15
"22983472",10900,16
"21668282",-36250,7
"20534242",-41250,15
"20470692",57000,8
"29305372",-24500,12
"26422062",-45500,9
"25398452",-46500,13
"29250922",82500,11
"20478082",-30000,11
"29754552",-39750,9
"22431062",5250,8
"24081402",-30750,12
"22529722",21000,11
"21241312",-21500,18
"27185592",129750,15
"24673652",-9475,7
"22893712",-55250,19
"28974562",161750,9
"20738872",-33500,6
"23679242",-18500,11
"29955122",61500,17
"21887852",-8350,7
"26707072",-48750,13
"25094462",-38500,14
"28969352",31250,8
"23508902",-77750,17
"29740802",43500,15
"21078872",50750,14
"23194062",-47950,18
"20606632",83750,14
"24936872",-93500,19
"21188022",-47500,15
"20795422",-53750,14
"28288482",33500,12
"25426202",-96500,20
"26670322",57000,15
"25053362",-9500,14
"23812012",-45000,18
"21328112",-5620,14
"22615162",-37500,7
"20312602",-38000,9
"25191972",-14250,7
"29956672",-31500,8
"20540832",-17000,10
"25754812",-500,12
"22673862",-7750,10
"24069732",-18750,11
"25916282",8750,16
"27284272",-45000,15
"26311452",44750,16
"27380602",-61500,19
"20721852",-40500,8
"29720982",-9720,9
"20309602",-52250,16
"20158952",151750,16
"26757342",-79250,20
"27256672",-37750,18
"28547322",-29250,17
"23474712",-36250,12
"26995512",-45250,19
"29936322",-7375,8
"24183292",-36500,10
"24224342",-48250,11
"25551322",16750,13
"24991452",-35250,13
"27493472",152250,13
"28829032",-8570,17
"27774822",-17250,14
"29177642",49750,12
"21766382",15500,7
"25832852",-20000,11
"25082722",113000,12
"25969762",-71250,18
"21271842",-6250,8
"28156132",-70000,13
"28851022",-72250,13
"21925112",4500,16
"26857702",-11250,15
"27850812",26000,13
"23431172",75250,12
"27831542",-20000,8
"21787042",-1500,9
"23276112",-52000,10
"29837282",74000,8
"23639672",178250,10
"26852452",-49985,18
"22105722",-49525,12
"28238072",-48820,17
"26372672",-9885,8
"21695072",19000,8
"21165662",50000,16
"20899712",68150,12
"23945702",137250,15
"23650832",-46250,11
"26674542",-49875,13
"26652412",-63000,11
"26474532",-49750,16
"26632642",33300,13
"27141072",353500,17
"23694242",-9515,9
"27211462",127250,10
"22507182",-19750,9
"25609502",-9675,11
"25759882",-750,10
"27145972",-15000,9
"26230842",-18750,17
"23240342",113250,12
"25520042",-49350,13
"26045062",111250,15
"21647972",-34750,12
"20135682",-19750,15
"23911092",-9425,8
"25170552",-62250,17
"22724042",-47500,18
"27259052",-18750,11
"21034922",-95250,17
"29189462",-43250,13
"25312092",33500,16
"22100752",-24000,7
"27698382",-40250,16
"26444782",4500,10
"22706692",-2500,14
"21160982",-39250,9
"29757572",-40750,10
"21252352",-33500,7
"23455532",-3000,12
"24463672",-46000,9
"27926692",-9925,8
"23885142",-73000,13
"21786892",0,16
"28979602",-46500,12
"24850322",46000,9
"29998252",-9790,12
"25125292",51750,15
"22566762",25500,9
"23256432",-16500,14
"22971162",6250,14
"22217582",-10000,18
"28629832",-34500,15
"22424792",-250,11
"22480722",-73000,16
"23562842",-75000,17
"21891162",404750,16
"21728022",-44000,9
"26607282",-23250,9
"28049672",-35250,10
"27692252",-500,15
"21687482",-30000,17
"28074042",112250,11
"26024882",-59250,16
"21743052",7250,18
"23249302",-8895,15
"21238242",-41750,11
"20532602",-2000,14
"26347982",-28000,9
"29743132",-123250,21
"24553912",398750,11
"21724152",70750,13
"20776022",271750,13
"21184162",29500,16
"25060182",-78750,15
"23735752",97250,12
"28071092",35250,7
"23807432",46000,15
"26370322",-22000,15
"23592352",44000,16
"25546572",27250,12
"29983622",107250,11
"24321072",-30000,8
"21097772",-43300,15
"23049492",-47250,11
"21333512",8750,8
"27006332",-49750,12
"25962242",-50250,20
"21060842",271000,6
"22578102",-96750,16
"21849752",-44500,15
"28759212",-47750,15
"26048962",62750,12
"28610712",-750,13
"25770842",-6600,8
"26825532",-71750,17
"28232862",-9975,9
"22617062",-49375,14
"28652422",-55000,9
"28104202",-45875,10
"21871712",-58000,11
"27981332",3750,13
"21762082",-49750,11
"26622532",58500,17
"26203652",-48000,11
"23524702",28250,14
"28556022",-29750,10
"29236152",-26500,17
"21506882",8750,12
"21250032",-9495,15
"20317952",-36250,9
"24996992",-68000,16
"24557612",38750,7
"28201542",7750,15
"22787152",65250,9
"29368242",-9800,14
"25368362",-36250,14
"20748012",-20750,10
"20618942",-89500,17
"27658202",97750,16
"21668282",-42500,8
"21884702",-9955,10
"21375462",-54500,19
"23283802",-34750,8
"26422062",-51750,10
"25398452",-52750,14
"25756112",25500,16
"23634102",34000,8
"20478082",-35500,12
"29754552",16500,10
"22431062",-1000,9
"24081402",-5750,13
"24497692",-72250,13
"25029312",-22500,17
"27185592",126500,16
"22313912",-15250,13
"22843772",-49250,15
"23919522",-47500,14
"21422972",163750,10
"20738872",-36750,7
"29955122",55250,18
"21887852",-9300,8
"26707072",-49375,14
"20200532",28500,12
"29740802",157250,16
"21078872",44500,15
"29895332",5500,7
"20676762",-34750,14
"26472962",-6250,7
"21118572",-8250,17
"28702312",-41000,20
"28860752",93750,7
"29656922",45750,12
"20263642",40950,10
"20606632",77500,15
"24936872",-99750,20
"21092452",-45250,11
"25224532",-98000,19
"21188022",-48750,16
"25426202",-96000,21
"23812012",-50000,19
"21211042",-16500,14
"29362952",23500,16
"22615162",-43750,8
"20312602",-19250,10
"25191972",-20500,8
"20540832",-23250,11
"25754812",-6750,13
"24069732",-25000,12
"27380602",58500,20
"20721852",-46750,9
"20309602",-58500,17
"27185752",-59750,13
"21169632",-14500,17
"28219572",-46500,19
"24094502",106750,15
"27256672",-44000,19
"28547322",-35500,18
"23474712",-2500,13
"26995512",-51500,20
"28829032",-9820,18
"22123602",-17000,18
"21155422",9000,16
"24991452",-41500,14
"25551322",103000,14
"29779002",17000,11
"24224342",-49500,12
"23275962",87250,8
"27039242",-18500,8
"25832852",-26250,12
"25082722",106750,13
"25969762",-77500,19
"21925112",7000,17
"26857702",-17500,16
"26695982",-49600,16
"23431172",74250,13
"20661922",-25000,10
"21787042",-7750,10
"23276112",-56750,11
"23639672",178250,11
"22105722",-49650,13
"26372672",-9960,9
"20051062",-39000,10
"20776882",-12750,8
"26674542",-49950,14
"26652412",-69250,12
"26474532",-49750,17
"25991732",-43500,11
"26632642",27050,14
"25635702",-65250,11
"20539172",-2250,11
"23694242",-9640,10
"25494172",-13000,8
"25443932",-36000,13
"22507182",-26000,10
"25400222",-21500,10
"25609502",-9740,12
"25068262",202400,9
"25464072",-9750,11
"23987922",10750,10
"28051452",-67500,15
"25520042",-49425,14
"26045062",122250,16
"21647972",-37250,13
"20135682",-26000,16
"22724042",-38750,19
"27259052",-25000,12
"21034922",-96500,18
"22100752",-22750,8
"23703562",54000,17
"22706692",-8750,15
"28666142",-22500,6
"29757572",-47000,11
"21252352",-39750,8
"24605622",91750,10
"24463672",-31250,10
"27926692",-9970,9
"23885142",-79250,14
"21241312",-7000,19
"28979602",-52750,13
"24850322",39750,10
"22942422",-17500,11
"29998252",-9915,13
"20534242",-46000,16
"23256432",-22750,15
"22971162",0,15
"22424792",-6500,12
"20470692",55250,9
"22480722",-79250,17
"23562842",-81250,18
"23680612",83750,18
"28969352",41500,9
"29305372",-27750,13
"22092942",-99975,20
"25461432",106250,11
"21728022",-50250,10
"26607282",-29500,10
"21687482",-36250,18
"28074042",106000,12
"22529722",14750,12
"21238242",-48000,12
"20532602",-8250,15
"20035612",-9390,9
"26347982",-28000,10
"29743132",-128000,22
"22893712",-61500,20
"22682892",-81500,16
"23195122",-43500,13
"24553912",392500,12
"22680382",12500,13
"22983472",7400,17
"22700842",73000,9
"20776022",267000,14
"21184162",23250,17
"29988972",-9625,7
"25060182",-85000,16
"23508902",-77750,18
"23735752",91000,13
"23807432",44750,16
"22042642",-49835,19
"23592352",137750,17
"25546572",21000,13
"29983622",101000,12
"24321072",-26250,9
"21097772",-49550,16
"23049492",-48500,12
"27774822",-23500,15
"28028422",-46500,11
"21766382",9250,8
"25653672",-6500,11
"23679242",-24750,12
"22532262",-38000,14
"27006332",-56000,13
"25916282",2500,17
"27284272",-50500,16
"27850812",19750,14
"22578102",-98000,17
