"uid","pay","profit","round"
237950,6250,-6250,1
270032,1250,-7500,2
200598,6250,-26750,10
270962,6250,33750,9
245454,6250,119000,11
235496,6250,-17500,8
251219,6250,88750,5
273461,1250,-7500,3
222232,6250,-12500,2
258979,1250,-7500,2
207163,6250,-23750,9
216266,6250,-12500,2
284306,6250,-76000,13
246882,6250,-13500,3
253742,6250,-6250,1
210637,6250,-12500,2
296185,6250,-40500,9
229996,6250,-29750,5
270070,6250,48250,5
263431,6250,-1250,2
274405,6250,37500,12
222649,1250,-7500,2
285258,125,-9725,9
200869,6250,23750,2
293589,6250,-24500,8
233046,6250,95750,12
288720,125,-9850,11
262797,6250,-2250,15
290914,6250,2000,11
213742,6250,-1250,7
256521,6250,-1250,1
229624,6250,1250,4
223185,125,-9500,6
206013,6250,-32500,6
251408,6250,-30000,5
263107,1250,-7500,2
270826,6250,-19500,10
257539,625,-8150,5
297972,6250,104000,10
284788,6250,133000,4
232099,6250,-25000,4
234035,6250,-7250,2
246041,6250,-23250,8
278966,6250,7750,5
261536,6250,-26250,5
224164,6250,-69250,12
264318,6250,-12500,2
289940,6250,-6250,1
281702,6250,-58000,11
228198,6250,38500,6
265827,6250,-27250,7
254909,6250,63250,13
215008,6250,-19500,12
223154,125,-9425,6
234633,6250,5750,11
208955,6250,13500,10
202940,6250,-66000,12
268015,6250,22250,6
253610,6250,19000,8
235521,6250,-14250,7
233754,6250,47500,2
250156,6250,-12500,2
214830,6250,-6250,1
251132,6250,-34000,8
291057,6250,-37500,12
240584,6250,250,5
254935,6250,89500,13
233694,6250,-7500,2
246853,6250,-4250,1
256441,6250,37000,13
219089,6250,-31000,6
230932,6250,-30750,7
266429,6250,-30000,6
261296,6250,-9250,5
270531,1250,-48000,10
276746,6250,-37750,15
240098,625,-9650,7
231149,6250,-11750,11
257105,6250,-12500,2
245844,1250,-9600,8
287432,1250,5500,10
242254,6250,-32500,6
229023,6250,-24250,4
227342,6250,35000,3
278221,6250,12750,3
241641,6250,-15750,3
230458,6250,-2000,7
200204,6250,-12500,2
204618,1250,-2000,10
244379,6250,21250,3
296311,6250,-43250,10
247611,6250,-1500,1
212778,6250,-47750,11
228052,6250,75000,9
238656,1250,-47800,9
215547,6250,16500,6
289862,125,-9225,10
216052,6250,-45500,9
202440,6250,-17250,3
271466,6250,-8000,10
271661,6250,-33000,9
228908,6250,15000,12
232187,6250,-3000,12
281782,6250,-6250,1
213421,6250,15250,13
229815,1250,-7500,4
271330,6250,-12500,2
216961,125,-9875,7
292941,6250,-35500,7
249453,6250,42000,12
247438,6250,24750,10
236136,6250,119000,13
263411,6250,-68750,13
253732,6250,-42250,13
237524,6250,7250,11
239604,6250,-31250,12
217391,6250,-18000,5
210330,6250,-18750,3
289334,6250,-6250,1
288512,6250,-45500,9
244586,6250,-31250,5
242482,6250,-5000,7
239079,6250,-12500,2
212414,6250,-24000,9
228622,6250,53250,11
254595,6250,-56000,13
242428,6250,-29000,8
246276,6250,-41250,9
252734,6250,2250,3
217947,6250,-6250,1
224337,6250,7500,9
212063,6250,-43100,12
215452,6250,-43500,12
241296,6250,-16500,3
245110,6250,-7500,6
228241,6250,-49000,13
264398,6250,-52500,9
238979,6250,41250,16
248395,6250,-33500,10
275322,6250,-26000,6
226645,6250,-28500,6
266568,6250,11250,3
210332,6250,-5000,4
229398,1250,-9650,8
296697,6250,-20250,11
215139,125,-9750,13
204455,6250,21000,9
262094,6250,34500,6
242013,6250,-24750,6
257386,6250,-30500,5
241626,6250,-12500,2
228409,6250,-66750,13
205595,6250,-6250,1
228620,6250,186500,12
237367,6250,-39250,10
283195,6250,173000,9
212790,6250,118750,4
293877,6250,13750,8
231832,6250,-6250,1
290743,6250,-17500,3
261586,6250,-12250,5
217089,125,-9825,8
290710,6250,-15750,3
268516,6250,-58000,15
254802,6250,185000,13
288104,6250,27000,4
279141,6250,-11000,15
245987,6250,-12500,2
253693,6250,-1250,1
299178,6250,81250,12
229636,6250,-31000,8
270260,6250,-57750,12
276153,6250,144000,8
290275,6250,-5500,1
290426,6250,-14500,3
245326,6250,-33750,10
205356,6250,-30000,7
273621,6250,-15500,4
273673,6250,266500,12
250398,625,-9825,10
215872,6250,-23000,11
219800,6250,-12000,9
271071,1250,-49050,12
270691,6250,-6250,1
223733,6250,-34500,13
280401,6250,-6500,2
264610,6250,-11250,5
200573,1250,-8750,10
218762,6250,46500,15
204270,6250,60500,11
238692,6250,-50000,9
256242,6250,-68250,15
221078,125,-49625,14
236153,6250,8250,12
239440,6250,-29250,11
212783,6250,-42250,7
216719,6250,1250,4
253934,6250,-15750,4
253930,6250,-16500,3
276904,6250,-16250,6
271606,6250,-31250,6
213647,125,-9700,9
251923,6250,-31250,5
201538,1250,-6200,4
218816,6250,-1250,1
202010,1250,-8250,6
226576,6250,52000,2
209993,6250,-33500,7
277203,6250,42750,3
266613,6250,2700,7
250164,6250,-48250,14
200975,6250,-20500,4
234148,6250,95250,7
284384,1250,-5800,5
265834,1250,-6450,12
207379,6250,-550,9
225923,6250,16250,1
256005,6250,-750,4
270778,6250,-30000,6
251324,6250,-48750,11
239806,6250,-25000,4
210620,6250,-33250,8
232238,6250,-64250,14
272597,6250,-12500,2
214999,6250,-12250,7
250622,6250,101250,6
267592,6250,-30000,5
273124,6250,-33750,10
205930,6250,66250,13
270434,6250,-34250,7
208919,6250,215000,4
222383,6250,-15500,3
208237,6250,-6250,1
290625,6250,137500,10
297463,6250,-16000,9
235352,125,-9500,6
299448,6250,-6250,1
252209,6250,-8000,3
206835,6250,3750,9
224126,6250,-47500,8
211685,6250,-20500,10
263637,6250,-38000,8
291726,6250,-47750,9
245231,125,-49610,13
261766,1250,-45000,8
278712,6250,-18750,5
205107,6250,-12250,10
282506,6250,-41250,7
273312,6250,-17250,5
242524,6250,-43500,8
260363,6250,104250,11
223161,6250,-11000,2
295368,6250,-24250,14
287627,6250,86250,1
224136,125,-9750,6
295048,6250,-16000,11
231008,625,-9750,6
248567,6250,19750,10
296186,6250,150750,12
202475,6250,-62250,14
234250,6250,-27000,11
241072,6250,-34500,7
225343,6250,111500,6
217447,6250,-6250,1
235044,6250,-81000,16
288734,6250,-85000,14
205958,6250,-31250,11
219839,1250,-8900,9
270029,6250,-72000,12
239931,6250,-8500,6
244930,6250,-63500,14
236098,6250,-250,13
215863,625,-49875,14
228438,6250,-16250,3
277853,6250,-37000,11
237950,1250,-7500,2
270032,1250,-8750,3
200598,6250,-33000,11
278813,1250,-8400,4
220155,6250,43250,2
266918,6250,-6250,8
245454,6250,112750,12
251219,6250,83750,6
222232,6250,-18750,3
258979,1250,-8750,3
207163,6250,-30000,10
216266,6250,-15750,3
253742,6250,-12500,2
238778,6250,-41500,13
210637,6250,-18750,3
296185,6250,-45250,10
229996,6250,-36000,6
220100,6250,-6250,1
274405,6250,31250,13
287045,6250,-38750,13
205157,6250,-21250,5
251168,6250,-31250,8
249300,6250,-21500,11
295457,6250,30500,8
222649,1250,-2500,3
285258,125,-9850,10
200869,6250,17500,3
221616,6250,-24250,5
293589,6250,-750,9
268712,6250,-6250,1
288720,125,-9975,12
213742,6250,-6000,8
229624,6250,-2250,5
223185,125,-9625,7
206013,6250,-38750,7
251408,6250,-15000,6
263107,1250,-8150,3
270177,125,-9865,12
297972,6250,97750,11
224132,6250,-22000,8
284788,6250,126750,5
232099,6250,0,5
234035,1250,-7500,3
224164,6250,-50500,13
264318,6250,-18750,3
289940,6250,60000,2
222017,6250,-8750,11
213541,6250,-6250,1
281702,6250,-64250,12
265827,6250,-13500,8
254909,6250,57000,14
228198,6250,32250,7
206452,1250,-9825,8
215697,6250,-6250,1
215008,6250,-25000,13
224253,6250,-18500,10
208955,6250,7250,11
202940,6250,-72250,13
268015,6250,16000,7
253610,6250,22750,9
233754,6250,46250,3
250156,6250,-18750,3
214830,6250,-12500,2
251132,6250,-40250,9
291057,6250,-43750,13
217822,6250,-18250,7
240584,6250,-6000,6
220568,6250,9250,8
233694,6250,-13750,3
229422,6250,-10000,5
219089,6250,-11000,7
220797,6250,-5500,1
253488,6250,-2500,14
247084,6250,-26000,8
291163,6250,-11250,2
263986,6250,-8750,3
230932,6250,-36250,8
266429,6250,-36250,7
261296,6250,-15500,6
270531,1250,-48800,11
231149,6250,-18000,12
257105,6250,-18750,3
245844,125,-9700,9
287636,6250,14250,11
203728,6250,-30500,7
242254,6250,-38000,7
229023,6250,29500,5
254013,6250,-42500,10
278221,6250,6500,4
230458,6250,-3250,8
212884,6250,-28750,8
221290,6250,-25750,15
200204,6250,-18750,3
296311,6250,-49500,11
240208,6250,-6250,1
212778,6250,-54000,12
228001,6250,38750,11
212132,6250,15750,4
221447,6250,19000,2
281392,6250,-7750,2
237560,6250,-14500,10
297760,1250,-6950,3
217193,1250,-7700,5
216052,6250,-47750,10
202440,6250,-13500,4
271661,6250,-39250,10
225077,125,-9650,11
228908,6250,8750,13
281782,6250,17500,2
213421,6250,9000,14
229815,1250,-8750,5
271330,6250,-18000,3
216961,75,-9950,8
279176,6250,-6250,1
292941,6250,-39250,8
247438,6250,18500,11
236136,6250,112750,14
263411,6250,-75000,14
253732,6250,-48500,14
237524,6250,1750,12
239604,6250,-37500,13
217391,6250,-19250,6
210330,6250,-24250,4
262917,6250,52250,12
289334,6250,13250,2
288512,6250,-35250,10
244586,6250,-37500,6
242482,6250,-11250,8
239079,6250,-18750,3
212414,6250,-30250,10
229269,6250,33750,1
211039,6250,35750,14
289759,6250,-9500,7
234893,6250,26000,12
248753,6250,-6000,2
217947,6250,-10250,2
224337,6250,121250,10
215452,6250,-43500,13
201135,6250,-6250,1
245697,6250,-18250,11
212400,6250,-35500,7
241296,6250,-22750,4
245110,6250,-10000,7
238979,6250,35000,17
248395,6250,-37250,11
275322,6250,-28250,7
207210,6250,-6250,1
281909,6250,41250,6
224846,6250,-6000,6
299968,6250,58000,9
226645,6250,-34750,7
266568,6250,5000,4
210332,6250,-9750,5
252885,6250,-41000,10
229398,125,-9775,9
296697,6250,-26500,12
215139,125,-9875,14
262094,6250,78250,7
257386,6250,-33250,6
241626,6250,-12500,3
228409,6250,-58000,14
205595,6250,-12500,2
237367,6250,-45500,11
274356,125,-9525,10
299426,6250,-40500,11
293877,6250,10000,9
279834,1250,-1500,6
262325,1250,-6500,4
212790,6250,112500,5
263364,6250,-23750,4
290743,6250,-23750,4
231832,6250,-10250,2
203069,6250,-4750,1
268516,6250,-64250,16
217089,125,-9950,9
245987,6250,-16250,3
209162,6250,-4000,1
270962,6250,29000,10
220688,6250,-28750,13
229636,6250,-31000,9
270260,6250,-64000,13
223580,6250,-44750,12
206596,6250,-5000,3
297473,6250,-75500,13
235496,6250,-23000,9
245326,6250,-40000,11
205356,6250,-36250,8
257033,6250,-6250,1
273621,6250,-21750,5
273673,6250,275250,13
215872,6250,-23000,12
219800,6250,-18250,10
250398,125,-9950,11
233102,6250,-24250,12
270691,6250,-10000,2
278636,6250,-6250,1
280401,6250,-12750,3
282695,1250,-4950,11
264610,6250,-17500,6
275284,6250,42250,4
236697,6250,-71750,13
218502,6250,-1000,12
254935,6250,117750,14
238564,1250,-3900,7
284306,6250,-82250,14
246041,6250,-29500,9
274080,6250,-4750,1
204270,6250,64250,12
259165,6250,20250,7
233046,6250,89500,13
272026,6250,-6250,1
221078,125,-49435,15
247611,6250,-7750,2
219129,6250,18750,2
239440,6250,-25000,12
212783,6250,-48500,8
216719,6250,-5000,5
276904,6250,-22500,7
271606,6250,-37500,7
213647,125,-9825,10
251923,6250,-37500,6
202010,1250,10000,7
209993,6250,-38250,8
203769,6250,-11500,3
211527,1250,-6750,2
277203,6250,96500,4
250164,1250,-49500,15
200975,6250,-26750,5
205930,6250,60000,14
232238,6250,-70500,15
207379,6250,-6800,10
234148,6250,89000,8
270434,6250,-9750,8
267592,6250,-36250,6
256005,6250,-4500,5
208919,6250,208750,5
239806,6250,-31250,5
222383,6250,-21750,4
272597,6250,-17750,3
208237,6250,-11500,2
203413,6250,-3750,1
297463,6250,-22250,10
235352,125,-9625,7
299448,6250,-12500,2
234633,6250,-500,12
206835,6250,-2500,10
279107,1250,-6050,5
243050,6250,24750,6
229524,6250,-6250,1
235521,6250,-14250,8
270826,6250,-25750,11
224126,1250,-48750,9
211685,6250,-26750,11
291726,6250,-41500,10
261766,1250,-46250,9
205107,6250,-18500,11
282506,6250,-47500,8
273312,6250,-23500,6
242524,6250,-49750,9
260363,6250,98000,12
261536,6250,-32500,6
270070,6250,42000,6
263431,6250,47500,3
224136,125,-9775,7
239229,6250,-6250,1
248567,6250,13500,11
296186,6250,144500,13
202475,6250,-68500,15
234250,6250,-33250,12
287432,6250,1750,11
225343,6250,107750,7
217447,6250,-12500,2
214802,625,-49225,14
220285,6250,-29750,6
276418,6250,67500,6
241641,6250,-19500,4
252951,6250,6250,6
207768,6250,10000,9
293629,125,-9595,6
228052,6250,68750,10
290914,6250,-4250,12
265193,6250,-6250,1
205958,6250,-36000,12
270029,6250,-78250,13
244930,6250,-63500,15
236098,6250,-6500,14
215863,75,-49950,15
228438,6250,-18750,4
277853,6250,-43250,12
237950,1250,-8750,3
270032,625,-9375,4
200598,6250,-26750,12
273461,1250,-8750,4
246882,6250,-19750,4
228622,6250,47000,12
242428,6250,-11500,9
256441,6250,34500,14
271466,6250,-14250,11
246276,6250,-35000,10
222214,6250,-6250,1
276746,6250,-44000,16
254802,6250,178750,14
266918,6250,-10000,9
245454,6250,108750,13
222232,6250,-22750,4
238778,6250,-47750,14
274405,6250,25000,14
287045,6250,-45000,14
279141,6250,-17250,16
207163,6250,-26250,11
229996,6250,-41000,7
205157,6250,-18000,6
227342,6250,36000,4
258979,625,-9150,4
210637,6250,-10000,4
253742,6250,-3750,3
220100,6250,-12500,2
251168,6250,-37500,9
249300,6250,-27750,12
299178,6250,80000,13
262797,6250,21500,16
238255,6250,36250,1
285258,125,-9900,11
200869,6250,11250,4
221616,6250,-24250,6
268712,6250,31250,2
256521,6250,8250,2
257539,1250,-5950,6
223185,125,-9720,8
206013,6250,-43500,8
254595,6250,-46000,14
278966,6250,1500,6
297972,6250,102750,12
224132,6250,-22000,9
284788,6250,220500,6
263034,6250,-6250,1
264318,6250,-25000,4
213541,6250,-12500,2
253693,6250,-5000,2
223154,125,-9535,7
223733,6250,-25750,14
281702,6250,-70500,13
254909,6250,50750,15
228198,6250,51000,8
206452,125,-9410,9
215697,6250,-12500,2
223720,6250,3500,1
228620,6250,180250,13
208955,6250,1000,12
202940,6250,-78500,14
250156,6250,-25000,4
268015,6250,14750,8
246853,6250,-10500,2
214830,6250,-18750,3
251132,6250,-45000,10
291057,6250,-50000,14
217822,6250,-24500,8
252734,6250,-4000,4
240584,1250,-7250,7
220568,6250,23000,9
233694,6250,-17500,4
247084,6250,-32250,9
291163,6250,-17500,3
249453,6250,38000,13
240098,125,-9675,8
228241,6250,-53750,14
294336,6250,-6250,1
288104,6250,20750,5
238692,6250,-53750,10
204618,6250,-750,11
244379,6250,40000,4
236153,6250,2000,13
238656,1250,-49050,10
215547,6250,12750,7
266429,6250,-42500,8
261296,6250,-18750,7
211591,6250,-4750,1
204455,6250,14750,10
242013,6250,-31000,7
231149,6250,-24250,13
257105,6250,-25000,4
287636,6250,8000,12
203728,6250,-36750,8
278221,6250,10250,5
212884,6250,-35000,9
200204,6250,-25000,4
240208,6250,-12500,2
296311,6250,-55750,12
212778,6250,-60250,13
228001,6250,34000,12
283195,6250,166750,10
251324,6250,-55000,12
289862,625,-9850,11
250622,6250,95000,7
273124,6250,-38500,11
232187,6250,-9250,13
212132,6250,9500,5
221447,6250,12750,3
297760,1250,-7700,4
217193,1250,-8950,6
271661,6250,-45500,11
240053,6250,-6250,1
264398,6250,-41250,10
225077,125,-9275,12
228908,6250,52500,14
213421,6250,16000,15
216961,45,-9995,9
279176,6250,-12500,2
247438,6250,13750,12
236136,6250,106500,15
229815,625,-9375,6
244433,6250,-5000,1
263411,6250,-66250,15
253732,6250,77250,15
239604,6250,-43750,14
262917,6250,48500,13
244586,6250,-42500,7
242482,6250,-17500,9
239079,6250,-25000,4
212414,6250,-36500,11
263637,6250,10750,9
211039,6250,29500,15
212063,6250,-43100,13
234893,6250,29750,13
212400,6250,-41750,8
248753,6250,-12250,3
201135,6250,197500,2
235801,6250,-6250,1
241296,6250,-29000,5
241072,6250,-40750,8
238979,6250,28750,18
218762,6250,42750,16
207210,6250,-12500,2
299968,6250,51750,10
226645,6250,-40250,8
224846,6250,-12250,7
209227,6250,-3250,1
266568,6250,-1250,5
252885,6250,-47250,11
276153,6250,137750,9
288734,6250,-78750,15
229398,125,-9900,10
296697,6250,-32750,13
215139,75,-8320,15
290275,6250,-11750,2
225923,6250,10000,2
278712,6250,-25000,6
261586,6250,-18500,6
290710,6250,-22000,4
290625,6250,136250,11
278788,6250,-6250,1
205595,6250,-18750,3
296185,6250,-51500,11
237367,1250,-46750,12
274356,125,-9535,11
299426,6250,-46750,12
262325,1250,-7500,5
212790,6250,106250,6
263364,6250,-30000,5
290743,6250,-30000,5
268516,6250,-70500,17
217089,45,-9995,10
256242,6250,-74500,16
252209,6250,16500,4
220688,6250,-33500,14
226576,6250,45750,3
295457,6250,24250,9
281411,6250,-6250,1
270260,6250,-57750,14
229624,6250,-8500,6
206596,6250,-11250,4
297473,6250,-81750,14
290426,6250,-20750,4
223161,6250,-14750,3
287627,6250,97250,2
210620,6250,-34500,9
214999,6250,-15250,8
232099,6250,-5000,6
245326,6250,-45500,12
205356,6250,-23750,9
257033,6250,48750,2
273621,6250,-3000,6
275076,6250,-6250,1
271071,625,-49675,13
219800,6250,-23000,11
250398,45,-9920,12
233102,6250,-30500,13
253934,6250,-22000,5
278636,6250,-12500,2
280401,6250,-6500,4
218816,6250,-7500,2
202398,6250,-6250,1
200573,625,-8375,11
264610,6250,-20000,7
233754,6250,42500,4
218502,6250,-7250,13
248992,6250,-6250,1
284306,6250,-88500,15
246041,6250,-35750,10
229422,6250,-16250,6
253488,6250,-750,15
263986,6250,-6750,4
235044,6250,-76000,17
265827,6250,-19750,9
233046,6250,87000,14
272026,6250,-11250,2
286489,6250,-4750,1
224253,6250,-23250,11
253930,6250,-22750,4
201538,1250,-7450,5
247611,6250,-14000,3
266613,6250,-3550,8
284384,1250,-7050,6
265834,1250,-7700,13
212783,6250,7750,9
216719,6250,-11250,6
276904,6250,-28750,8
271606,6250,-37250,8
213647,125,-9860,11
251923,6250,-43750,7
203769,6250,-17750,4
295368,6250,-25500,15
270778,6250,-32500,7
295048,6250,-21000,12
211527,1250,200,3
222423,6250,-4000,1
250164,125,-49625,16
200975,6250,-31500,6
205930,6250,173750,15
232238,6250,-76750,16
207379,1250,-8050,11
234148,6250,82750,9
267592,6250,-42500,7
208919,6250,202500,6
239806,6250,-31250,6
222383,6250,-26750,5
297463,6250,-28500,11
235352,125,-9650,8
299448,6250,7750,3
296826,6250,-6250,1
221290,6250,-32000,16
234633,6250,-5500,13
270826,6250,-27750,12
288512,6250,-41500,11
206835,6250,-7250,11
217391,6250,-13500,7
239931,6250,-14750,7
279107,1250,-6700,6
220155,6250,42000,3
229269,6250,27500,2
229524,6250,-10000,2
245231,125,-49585,14
224126,625,-49375,10
220797,6250,-4500,2
224164,6250,-56750,14
231008,125,-9775,7
263661,6250,-3250,1
211685,6250,-25500,12
216266,6250,-22000,4
261766,1250,-47500,10
205107,6250,-24750,12
282506,6250,-49250,9
260363,6250,91750,13
242524,6250,-52250,10
273312,6250,250,7
261536,6250,-32500,7
270070,6250,77000,7
239229,6250,-12500,2
248567,6250,22250,12
296186,6250,138250,14
202475,6250,-73250,16
234250,6250,-38000,13
293589,6250,-7000,10
285707,6250,-4750,1
219839,625,-9025,10
278813,1250,-9350,5
217447,6250,-18750,3
220285,6250,-36000,7
276418,6250,63500,7
252951,6250,0,7
293629,125,-9720,7
228052,6250,65000,11
290914,6250,-10500,13
265193,6250,-12500,2
289759,6250,-15750,8
222017,6250,-10000,12
251219,6250,77500,7
289940,6250,61250,3
205820,6250,1250,1
245110,6250,-16250,8
203069,6250,-11000,2
292941,6250,-45500,9
270962,6250,22750,11
215008,6250,-31250,14
222649,6250,-8750,4
213742,6250,-12250,9
209330,6250,-6250,1
229023,6250,23250,6
251408,6250,-1250,7
263107,1250,-9400,4
253610,6250,62250,10
270177,125,-9990,13
234035,1250,-8750,4
270029,6250,-84500,14
236098,6250,-12750,15
215863,45,-49895,16
281392,6250,-14000,3
277853,6250,-49500,13
246882,6250,-26000,5
273461,625,-9375,5
270032,125,-9500,5
215452,6250,-18250,14
228409,6250,-64250,15
237950,625,-9300,4
228622,6250,40750,13
278100,6250,-6250,1
281782,6250,11250,3
271466,6250,-20500,12
222214,6250,7500,2
276746,6250,-48750,17
254802,6250,212500,15
238778,6250,-54000,15
287045,6250,-51250,15
279141,6250,-23500,17
274405,6250,18750,15
220100,6250,-18750,3
251168,6250,-43750,10
249300,6250,-34000,13
200869,6250,5000,5
278966,6250,-4750,7
263034,1250,-7500,2
264318,6250,-31250,5
213541,6250,1250,3
223580,6250,-51000,13
230458,6250,230500,9
237182,6250,-4750,1
281702,6250,-75500,14
254909,6250,50500,16
235496,6250,-29250,10
219089,6250,-17250,8
237560,6250,-20750,11
202440,6250,-19750,5
257386,6250,-39500,7
273556,6250,-750,1
215697,6250,-18750,3
228620,6250,174000,14
248395,6250,-32250,12
275322,6250,-34500,8
271330,6250,-24250,4
208955,6250,-5250,13
202940,6250,-84750,15
230932,6250,-42500,9
210332,6250,-16000,6
250156,6250,-30500,5
246853,6250,-8750,3
214830,6250,-25000,4
291057,6250,-56250,15
217822,6250,-28000,9
252734,6250,-10250,5
240584,1250,-8500,8
247084,6250,-38500,10
291163,6250,-23750,4
204291,6250,3750,1
270531,625,-47775,12
245844,125,-9825,10
242254,6250,-44250,8
294336,6250,-12500,2
288104,6250,24500,6
210330,6250,-30500,5
289334,6250,9250,3
254013,6250,-36250,11
236153,6250,-4250,14
274080,6250,-8500,2
216052,6250,-4000,11
224337,6250,115000,11
245697,6250,-22250,12
262094,6250,74500,8
286868,6250,-3250,1
238656,625,-49175,11
277203,6250,91000,5
204270,6250,63000,13
266429,6250,-46250,9
204455,6250,8500,11
242013,6250,-37250,8
249133,6250,-5500,1
237524,6250,10500,13
231149,6250,-28250,14
257105,6250,-31250,5
287636,6250,37000,13
236697,6250,-78000,14
202010,6250,3750,8
203728,6250,-43000,9
254935,6250,136500,15
212884,6250,-41250,10
200204,6250,-16250,5
240208,6250,-18750,3
296311,6250,-62000,13
212778,6250,37000,14
283195,6250,160500,11
251324,6250,-51250,13
289862,125,-9975,12
250622,6250,93750,8
232187,6250,-15500,14
212132,6250,3250,6
221447,6250,6500,4
215872,6250,-29250,13
241626,6250,-18750,4
217947,6250,-16500,3
244886,6250,-1750,1
291726,6250,-47750,11
245987,6250,-22500,4
271661,6250,-51750,12
240053,6250,-5000,2
279176,6250,-18750,3
236136,6250,102750,16
229815,125,-9410,7
217193,625,-9325,7
281909,6250,36500,7
256005,6250,-10750,6
272597,6250,-17250,4
239604,6250,-50000,15
242482,6250,-20000,10
269898,6250,-6250,1
239079,6250,-31250,5
212414,6250,-31500,12
211039,6250,23250,16
212400,6250,-48000,9
248753,6250,-18500,4
235801,6250,-12500,2
241296,6250,-14500,6
241072,6250,-47000,9
238979,6250,22500,19
280320,6250,-6250,1
207210,6250,6250,3
299968,6250,46250,11
224846,6250,-18500,8
266568,6250,-7500,6
273673,6250,359000,14
293877,6250,3750,10
279834,6250,-7750,7
231832,6250,-16500,3
252885,1250,-42250,12
276153,6250,134000,10
229398,75,-9955,11
296697,6250,-39000,14
290275,6250,82000,3
225923,6250,3750,3
278712,6250,-31250,7
287432,6250,-4500,12
261586,6250,-12250,7
209162,6250,-10250,2
290710,6250,25000,5
270691,6250,-16250,3
229636,6250,-35000,10
243050,6250,18500,7
205309,6250,3750,1
278788,6250,-12500,2
275284,6250,36000,5
219129,6250,43250,3
209993,6250,-44500,9
296185,6250,-12750,12
237367,1250,-48000,13
299426,6250,-53000,13
212790,6250,100000,7
263364,6250,-36250,6
290743,6250,-36250,6
268516,6250,-76750,18
256242,6250,-80750,17
226576,6250,39500,4
295457,6250,18000,10
281411,6250,-12500,2
229624,6250,-14750,7
200466,6250,-6250,1
205595,6250,-22500,4
206596,6250,-17500,5
297473,6250,-88000,15
290426,6250,-27000,5
275076,6250,-11250,2
271071,125,-49800,14
259165,6250,14000,8
270434,6250,-16000,9
229996,6250,-47250,8
205958,6250,-42250,13
233102,6250,-36750,14
253934,6250,-23750,6
278636,6250,-17500,3
218816,6250,34500,3
299726,6250,18750,1
202398,6250,10000,2
282695,1250,-5700,12
238564,1250,-5150,8
218502,6250,41500,14
248992,6250,20000,2
284306,6250,-93500,16
229422,6250,-22500,7
251828,6250,6250,1
246041,6250,-37500,11
221078,125,-49560,16
266918,6250,-12500,10
208237,6250,-17750,3
299178,6250,73750,14
254595,6250,-52250,15
224132,6250,-28250,10
265827,6250,-26000,10
251132,6250,-51250,11
235521,6250,-20500,9
201538,1250,-8700,6
227342,6250,29750,5
284788,6250,214250,7
241641,6250,-25750,5
253930,6250,-29000,5
256521,6250,2000,3
207768,6250,3750,10
266613,1250,-4800,9
239440,6250,-29750,13
294532,6250,-6250,1
297972,6250,99000,13
247611,6250,-20250,4
284384,1250,-8300,7
265834,1250,-8950,14
244930,6250,-69750,16
200598,6250,-33000,13
216719,6250,-11250,7
276904,6250,-35000,9
203769,6250,-24000,5
251923,6250,-50000,8
282499,6250,-6250,1
203413,1250,-5000,2
253742,6250,-5000,4
233694,6250,-9750,5
201032,6250,-6250,1
253693,6250,8750,3
250164,125,-49725,17
228438,6250,-21750,5
232238,6250,-83000,17
207379,1250,-9300,12
234148,6250,76500,10
267592,6250,-48750,8
223720,6250,2250,2
263431,6250,45500,4
224136,125,-9810,8
208919,6250,196250,7
264346,6250,-5500,1
207163,6250,-32500,12
238255,6250,40000,2
221616,6250,-30500,7
297463,6250,-34750,12
296826,6250,-12500,2
221290,6250,-32000,17
288512,6250,-36500,12
239931,6250,-21000,8
229269,6250,21250,3
228241,6250,-60000,15
225343,6250,101500,8
214802,625,-49850,15
297210,6250,-2500,1
224126,125,-49250,11
224164,6250,-63000,15
226645,6250,-46500,9
229774,6250,8000,1
242428,6250,-17750,10
256441,6250,30750,15
246276,6250,40000,11
222232,6250,-29000,5
228908,6250,48500,15
216266,6250,-8250,5
205107,6250,-31000,13
205157,6250,-16750,7
261766,1250,-48500,11
262797,6250,25250,17
268712,6250,27250,3
206013,6250,-49750,9
260363,6250,85500,14
239229,6250,-13750,3
296186,6250,142000,15
293589,6250,-13250,11
217447,6250,-25000,4
220285,6250,-42250,8
252951,6250,-1250,8
293629,125,-9845,8
249453,6250,31750,14
262917,6250,52250,14
290914,6250,-16750,14
265193,6250,-18750,3
289759,6250,-20750,9
251219,6250,71250,8
263637,6250,4500,10
245110,6250,-22500,9
203069,6250,62750,3
292941,6250,-39250,10
244379,6250,33750,5
201135,6250,191250,3
270962,6250,16500,12
215008,6250,-37500,15
222649,625,-9375,5
213742,6250,-7750,10
209330,1250,-6000,2
243943,6250,-6250,1
228198,6250,44750,9
229023,6250,17000,7
263107,125,-9450,5
218762,6250,36500,17
234035,625,-9375,5
215547,6250,6500,8
245454,6250,102500,14
210620,6250,-28250,10
214999,6250,-1500,9
273621,6250,-5500,7
290625,6250,130000,12
258979,625,-9775,5
210637,6250,8750,5
285258,75,-9925,12
257539,1250,-1200,7
223185,125,-9845,9
270029,6250,-90750,15
281392,6250,-20250,4
211591,6250,-9750,2
236098,6250,-5250,16
242406,6250,-6250,1
268015,6250,88500,9
263411,6250,-44500,16
277853,125,-49575,14
228409,6250,-65500,16
228001,6250,30250,13
